genome_id,strain,source,original_ecological_description,geographic_origin,Ploidy,type,sub_type,lg_classify,assemble_level,genomeSize,contigNums,N50,gene_numb,remove,nature_clade,growth_type
AEK_3.re,CBS4079,1011_nature,Wine,Spain,1,Wine,Wine,Wine,contig,11737259.0,2563.0,136271.0,6284.0,False,1. Wine/European (subclade 4),
AQE_5.re,CBS6006,1011_nature,Wine,Spain,2,Wine,Wine,Wine,contig,11942619.0,2787.0,140366.0,6301.0,False,1. Wine/European (subclade 4),medium
AQP_4.re,CBS462,1011_nature,Wine,Spain,2,Wine,Wine,Wine,contig,11870044.0,2137.0,119979.0,6343.0,False,1. Wine/European (subclade 4),slow
ASA_6.re,CBS4092,1011_nature,Wine,Spain,3,Wine,Wine,Wine,contig,12093904.0,3306.0,132859.0,6354.0,False,1. Wine/European (subclade 4),medium
BPL_2.re,DBVPG1878,1011_nature,Wine,"Piave, Italy",2,Wine,Wine,Wine,contig,12067786.0,2313.0,156511.0,6366.0,False,1. Wine/European (subclade 4),medium
AIP_2.re,MC6,1011_nature,Wine,"Umbria, Italy",2,Wine,Wine,Wine,contig,12183032.0,2724.0,176317.0,6435.0,False,1. Wine/European (subclade 4),slow
CAN_4.re,44776,1011_nature,Wine,Georgia,2,Wine,Wine,Wine,contig,12358085.0,4822.0,141185.0,6451.0,False,1. Wine/European (subclade 4),medium
CAB_4.re,44873,1011_nature,Wine,Georgia,2,Wine,Wine,Wine,contig,12193149.0,2880.0,146612.0,6437.0,False,1. Wine/European (subclade 4),medium
CAP_4.re,44867,1011_nature,Wine,Georgia,2,Wine,Wine,Wine,contig,12063459.0,2228.0,235158.0,6400.0,False,1. Wine/European (subclade 4),fast
AQC_4.re,CBS5155,1011_nature,Wine,South Armenia,2,Wine,Wine,Wine,contig,12155549.0,3874.0,151210.0,6353.0,False,1. Wine/European (subclade 4),medium
AHK_3.re,CBS2247,1011_nature,Wine,South Africa,1,Wine,Wine,Wine,contig,11938574.0,3662.0,176002.0,6320.0,False,1. Wine/European (subclade 4),medium
AES_4.re,CBS4054,1011_nature,Wine,Spain,1,Wine,Wine,Wine,contig,12239172.0,6438.0,200923.0,6295.0,False,1. Wine/European (subclade 4),medium
AFI_5.re,CBS2183,1011_nature,Wine,Chateau Chalon France,1,Wine,Wine,Wine,contig,11916104.0,2683.0,130981.0,6300.0,False,1. Wine/European (subclade 4),medium
BPR_4.re,DBVPG1919,1011_nature,Nature,Italy,3,Wild,Wild,Wild,contig,12195270.0,4620.0,177658.0,6332.0,False,1. Wine/European (subclade 4),medium
AIA_1.re,CBS2180,1011_nature,Wine,Italy,1,Wine,Wine,Wine,contig,11825711.0,2455.0,200770.0,6324.0,False,1. Wine/European (subclade 4),
BVT_3.re,B-24,1011_nature,Wine,Georgia,2,Wine,Wine,Wine,contig,11979274.0,2736.0,183425.0,6310.0,False,1. Wine/European (subclade 4),medium
CAA_2.re,44699,1011_nature,Wine,Georgia,2,Wine,Wine,Wine,contig,11944539.0,3274.0,166584.0,6241.0,False,1. Wine/European (subclade 4),medium
CAC_2.re,A-12,1011_nature,Wine,Georgia,2,Wine,Wine,Wine,contig,12005987.0,3128.0,165880.0,6274.0,False,1. Wine/European (subclade 4),medium
BVV_4.re,44788,1011_nature,Wine,Georgia,2,Wine,Wine,Wine,contig,12119232.0,3915.0,147393.0,6314.0,False,1. Wine/European (subclade 4),medium
CAD_4.re,44883,1011_nature,Wine,Georgia,2,Wine,Wine,Wine,contig,12045329.0,3200.0,180872.0,6284.0,False,1. Wine/European (subclade 4),medium
CAM_2.re,44811,1011_nature,Wine,Georgia,2,Wine,Wine,Wine,contig,12141609.0,2678.0,179626.0,6419.0,False,1. Wine/European (subclade 4),medium
CAQ_3.re,44683,1011_nature,Wine,Georgia,2,Wine,Wine,Wine,contig,12054894.0,3143.0,151349.0,6321.0,False,1. Wine/European (subclade 4),fast
CBB_4.re,44570,1011_nature,Wine,Georgia,2,Wine,Wine,Wine,contig,12076500.0,3270.0,175420.0,6320.0,False,1. Wine/European (subclade 4),medium
CBE_5.re,D-21,1011_nature,Wine,Georgia,2,Wine,Wine,Wine,contig,12094315.0,3270.0,156973.0,6348.0,False,1. Wine/European (subclade 4),medium
AAE_6.re,CBS2806a,1011_nature,Wine,Slovakia,1,Wine,Wine,Wine,contig,11941110.0,2613.0,147389.0,6330.0,False,1. Wine/European (subclade 4),medium
AIB_1.re,CBS2805,1011_nature,Wine,Slovakia,1,Wine,Wine,Wine,contig,11826215.0,1213.0,154755.0,6362.0,False,1. Wine/European (subclade 4),medium
CAS_1.re,B-17,1011_nature,Wine,Georgia,2,Wine,Wine,Wine,contig,12146753.0,5143.0,194709.0,6337.0,False,1. Wine/European (subclade 4),medium
CAR_3.re,A-9,1011_nature,Wine,Georgia,2,Wine,Wine,Wine,contig,11888873.0,2360.0,194424.0,6301.0,False,1. Wine/European (subclade 4),fast
CAT_6.re,C-12,1011_nature,Wine,Georgia,2,Wine,Wine,Wine,contig,11959220.0,2731.0,210311.0,6318.0,False,1. Wine/European (subclade 4),medium
CBC_6.re,D-18,1011_nature,Wine,Georgia,2,Wine,Wine,Wine,contig,11875990.0,2666.0,186211.0,6287.0,False,1. Wine/European (subclade 4),medium
CAV_4.re,B-13,1011_nature,Wine,Georgia,2,Wine,Wine,Wine,contig,11840951.0,2117.0,179177.0,6300.0,False,1. Wine/European (subclade 4),medium
CBD_6.re,B-11,1011_nature,Wine,Georgia,2,Wine,Wine,Wine,contig,11964014.0,3173.0,208759.0,6314.0,False,1. Wine/European (subclade 4),medium
AFV_1.re,CBS2814,1011_nature,Wine,Slovakia,2,Wine,Wine,Wine,contig,14634588.0,32895.0,96455.0,6332.0,False,1. Wine/European (subclade 4),slow
ART_6.re,CBS2808,1011_nature,Wine,Slovakia,2,Wine,Wine,Wine,contig,12027136.0,3577.0,131549.0,6293.0,False,1. Wine/European (subclade 4),medium
AIC_1.re,CBS2807,1011_nature,Wine,Slovakia,1,Wine,Wine,Wine,contig,11827231.0,1996.0,141001.0,6301.0,False,1. Wine/European (subclade 4),slow
YAF.re,YJM270,1011_nature,Wine,Slovenia,2,Wine,Wine,,contig,11843135.0,1833.0,118523.0,6352.0,False,1. Wine/European (subclade 4),medium
BSR_4.re,L-958,1011_nature,Wine,"Mendoza area, Argentina",2,Wine,Wine,Wine,contig,12962272.0,5184.0,102152.0,6609.0,False,1. Wine/European ,medium
BSS_4.re,L-960,1011_nature,Wine,"Mendoza area, Argentina",2,Wine,Wine,Wine,contig,12769133.0,4101.0,112257.0,6547.0,False,1. Wine/European ,fast
BTR_4.re,L-1201,1011_nature,Wine,"Valle de Ica, Peru",2,Wine,Wine,Wine,contig,12948410.0,4687.0,113852.0,6662.0,False,1. Wine/European ,fast
BTP_5.re,L-1198,1011_nature,Wine,"Valle de Ica, Peru",2,Wine,Wine,Wine,contig,12580232.0,4262.0,110423.0,6478.0,False,1. Wine/European ,fast
ASR_1.re,M1,1011_nature,Wine,Italy,2,Wine,Wine,Wine,contig,12669751.0,4556.0,114205.0,6526.0,False,1. Wine/European ,medium
YDJ.re,YJM1574,1011_nature,Wine,0,2,Wine,Wine,,contig,11967413.0,2378.0,129192.0,6366.0,False,1. Wine/European ,medium
AVB_8.re,CECT10266,1011_nature,Industrial,Spain,1,Industry,Industrial,Industrial,contig,12044751.0,3230.0,135363.0,6340.0,False,2. Alpechin ,medium
CDT_2.re,CECT10171-5B,1011_nature,Insect,Spain,2,Wild,Insect,Insect,contig,11903488.0,1899.0,158075.0,6299.0,False,2. Alpechin ,medium
CPG_1.re,1560,1011_nature,Nature,"Aceituna, Spain",2,Wild,Wild,Wild,contig,11998056.0,2856.0,144725.0,6285.0,False,2. Alpechin ,medium
ABM_5.re,CBS3093_1b,1011_nature,Industrial,Spain,1,Industry,Industrial,Industrial,contig,11780930.0,1483.0,152617.0,6328.0,False,2. Alpechin ,medium
AHM_1.re,CBS3093,1011_nature,Industrial,Spain,1,Industry,Industrial,Industrial,contig,11918576.0,2639.0,151066.0,6335.0,False,2. Alpechin ,slow
AQA_4.re,CBS4903,1011_nature,Industrial,Spain,2,Industry,Industrial,Industrial,contig,12760211.0,2492.0,94483.0,6629.0,False,2. Alpechin ,
AQD_4.re,CBS5378,1011_nature,Industrial,Spain,2,Industry,Industrial,Industrial,contig,12919893.0,2089.0,109812.0,6760.0,False,2. Alpechin ,medium
ATQ_7.re,CECT10497,1011_nature,Industrial,Spain,2,Industry,Industrial,Industrial,contig,11866146.0,1267.0,118353.0,6357.0,False,2. Alpechin ,medium
CGD_5.re,UCD_09-448,1011_nature,Fruit,"Davis, CA, UCD",2,Wild,Wild,Wild,contig,11891735.0,1972.0,247891.0,6324.0,False,2. Alpechin ,slow
CGE_5.re,UCD_11-601,1011_nature,Fruit,"Davis, CA, UCD Food Science, Pilot plant. ",2,Wild,Wild,Wild,contig,11930433.0,2221.0,180533.0,6304.0,False,2. Alpechin ,slow
AHL_3.re,CBS3081,1011_nature,Industrial,Spain,1,Industry,Industrial,Industrial,contig,12042343.0,3442.0,139945.0,6336.0,False,2. Alpechin ,slow
BRK_4.re,DBVPG6302,1011_nature,Industrial,Spain,2,Industry,Industrial,Industrial,contig,11828338.0,1710.0,164448.0,6321.0,False,2. Alpechin ,medium
YBR.re,YJM1252,1011_nature,Industrial,Spain,2,Industry,Industrial,,contig,12028217.0,2803.0,135346.0,6364.0,False,2. Alpechin ,medium
AID_2.re,CBS2909,1011_nature,Human,0,2,Human,Human,"Human, clinical",contig,12446487.0,1818.0,117148.0,6589.0,False,2. Alpechin ,medium
AIE_1.re,CBS2910,1011_nature,Human,Portugal,1,Human,Human,"Human, clinical",contig,11893379.0,1547.0,145628.0,6367.0,False,2. Alpechin ,medium
YAE.re,YJM248,1011_nature,Human,0,2,Human,Human,,contig,11852185.0,1145.0,107328.0,6327.0,False,2. Alpechin ,medium
YDM.re,YJM1078,1011_nature,"Human, clinical",Portugal,2,Human,Human,,contig,11808085.0,1775.0,105035.0,,True,2. Alpechin ,medium
AGN_2.re,CBS439,1011_nature,Wine,Germany,1,Wine,Wine,Wine,contig,11964427.0,3062.0,164467.0,6377.0,False,M1. Mosaic region 1 ,medium
AST_1.re,M6,1011_nature,Wine,Italy,2,Wine,Wine,Wine,contig,12977989.0,3887.0,119464.0,6761.0,False,M1. Mosaic region 1 ,medium
BHE_2.re,CLIB1060,1011_nature,Cider,"Brittany, France",2,Wine,Cider,Cider,contig,13088025.0,4394.0,102174.0,6748.0,False,M1. Mosaic region 1,fast
BHD_2.re,CLIB1059,1011_nature,Cider,"Brittany, France",2,Wine,Cider,Cider,contig,13188789.0,5138.0,96931.0,6673.0,False,M1. Mosaic region 1,
BHM_4.re,CLIB1085,1011_nature,Cider,"Upper Normandy, France",2,Wine,Cider,Cider,contig,12168037.0,2218.0,117931.0,6514.0,False,M1. Mosaic region 1,
BHT_1.re,CLIB1083,1011_nature,Cider,"Upper Normandy, France",2,Wine,Cider,Cider,contig,12094444.0,3631.0,147984.0,6348.0,False,M1. Mosaic region 1,medium
ASV_1.re,M9,1011_nature,Wine,Italy,2,Wine,Wine,Wine,contig,14092314.0,5873.0,83796.0,6986.0,False,M1. Mosaic region 1,slow
AHF_3.re,CBS1540,1011_nature,Nature,Switzerland,1,Wild,Wild,Wild,contig,12211617.0,4330.0,126720.0,6374.0,False,M1. Mosaic region 1,medium
AMP_5.re,SJ5L14,1011_nature,Fruit,"Taian, Miaoli, Taiwan",2,Wild,Wild,Wild,contig,12911836.0,4553.0,93692.0,6678.0,False,M1. Mosaic region 1,medium
CPB_4.re,995,1011_nature,Beer,Hungary,2,Wine,Beer,Beer,contig,13226188.0,5364.0,85329.0,6720.0,False,M1. Mosaic region 1,fast
ACS_2.re,I14_1b,1011_nature,Wine,Italy,1,Wine,Wine,Wine,contig,11904669.0,1459.0,179179.0,6380.0,False,M1. Mosaic region 1,medium
YCI.re,YJM1387,1011_nature,Wine,Japan,2,Wine,Wine,,contig,11942149.0,1641.0,131814.0,6416.0,False,M1. Mosaic region 1,slow
BHL_4.re,CLIB1082,1011_nature,Cider,"Upper Normandy, France",2,Wine,Cider,Cider,contig,13885285.0,4882.0,75607.0,6982.0,False,M1. Mosaic region 1,medium
BHK_4.re,CLIB1077,1011_nature,Cider,"Upper Normandy, France",2,Wine,Cider,Cider,contig,13825748.0,4802.0,71005.0,6935.0,False,M1. Mosaic region 1,medium
ACG_7.re,CLIB413_1b,1011_nature,Fermentation,China,1,Fermentation,Fermentation,Fermentation,contig,12164522.0,4749.0,130206.0,6333.0,False,M1. Mosaic region 1,medium
ACH_7.re,CLIB483_1b,1011_nature,Cider,"Brittany, France",1,Wine,Cider,Cider,contig,12389975.0,7145.0,129677.0,6356.0,False,M1. Mosaic region 1,medium
CHV_4.re,SRC 120,1011_nature,Cider,France,2,Wine,Cider,Cider,contig,12032025.0,3272.0,157465.0,6302.0,False,M1. Mosaic region 1,slow
AFR_5.re,CBS7959,1011_nature,Industrial,"Sao Paulo, Brazil",1,Industry,Industrial,Industrial,contig,12139182.0,3359.0,118293.0,6371.0,False,3. Brazilian bioethanol ,medium
BVC_6.re,RP.10.14,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,14292340.0,5460.0,73620.0,7177.0,False,3. Brazilian bioethanol ,medium
AEG_8.re,CBS7962,1011_nature,Industrial,Brazil,1,Industry,Industrial,Industrial,contig,12048110.0,2176.0,113716.0,6346.0,False,3. Brazilian bioethanol ,medium
AGM_1.re,CBS7961,1011_nature,Industrial,"Sao Paulo, Brazil",1,Industry,Industrial,Industrial,contig,14351270.0,25588.0,106111.0,6319.0,False,3. Brazilian bioethanol ,medium
CNQ_1.re,SA.10.1.VL1,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,14951021.0,7510.0,58203.0,7204.0,False,3. Brazilian bioethanol ,medium
AEH_3.re,CBS7964,1011_nature,Industrial,Brazil,1,Industry,Industrial,Industrial,contig,12024296.0,3140.0,134150.0,6307.0,False,3. Brazilian bioethanol ,fast
AFD_4.re,CBS7960,1011_nature,Industrial,"Sao Paulo, Brazil",1,Industry,Industrial,Industrial,contig,12077170.0,3185.0,119301.0,6354.0,False,3. Brazilian bioethanol ,medium
AHC_2.re,CBS7963,1011_nature,Industrial,"Sao Paulo, Brazil",1,Industry,Industrial,Industrial,contig,12334785.0,5075.0,147972.0,6399.0,False,3. Brazilian bioethanol ,medium
BTT_3.re,M.9.1,1011_nature,Distillery,Brazil,2,Wine,Distillery,Distillery,contig,14520969.0,5779.0,72530.0,7261.0,False,3. Brazilian bioethanol ,medium
APH_4.re,M1.1,1011_nature,Distillery,"Pirassununga, Sao Paulo, Brazil",2,Wine,Distillery,Distillery,contig,14515755.0,5362.0,67237.0,7303.0,False,3. Brazilian bioethanol ,medium
BTV_5.re,M.14.1,1011_nature,Distillery,Brazil,2,Wine,Distillery,Distillery,contig,14466151.0,6060.0,71607.0,7252.0,False,3. Brazilian bioethanol ,medium
BVA_4.re,RP.10.4,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,13957751.0,5592.0,93711.0,6952.0,False,3. Brazilian bioethanol ,fast
CMT_8.re,SM.9.4.BR2,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,13772351.0,4590.0,84030.0,6891.0,False,3. Brazilian bioethanol ,slow
CNG_4.re,SM.8.7.BR1,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,14608331.0,5977.0,81343.0,7223.0,False,3. Brazilian bioethanol ,medium
CNK_4.re,SA.1.5.,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,13724726.0,5352.0,97209.0,6823.0,False,3. Brazilian bioethanol ,slow
APG_4.re,VF8_(6),1011_nature,Bioethanol,"Araras, Sao Paulo, Brazil",1,Industry,Bioethanol,Bioethanol,contig,11966055.0,2539.0,155056.0,6285.0,False,3. Brazilian bioethanol ,medium
CNM_1.re,SA.9.3.VR1,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,14731125.0,6415.0,65940.0,7264.0,False,3. Brazilian bioethanol ,medium
CNP_1.re,SA.9.4.BR2,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,15008900.0,6535.0,72882.0,7393.0,False,3. Brazilian bioethanol ,medium
CNR_1.re,SA.10.1.VR4,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,14550305.0,6604.0,65069.0,7190.0,False,3. Brazilian bioethanol ,slow
BVB_6.re,RP.10.13,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,15057797.0,6654.0,64504.0,7349.0,False,3. Brazilian bioethanol ,medium
CNI_4.re,SM.8.8.CVR1,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,13841505.0,5879.0,72246.0,6831.0,False,3. Brazilian bioethanol ,slow
CNH_4.re,SM.8.8.BL1,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,14928904.0,5707.0,77145.0,7465.0,False,3. Brazilian bioethanol ,medium
BVH_1.re,SM.9.4.BR1,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,15642780.0,7731.0,59935.0,7665.0,False,3. Brazilian bioethanol ,medium
CNN_1.re,SA.9.4.VL4,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,14782861.0,7668.0,62265.0,7153.0,False,3. Brazilian bioethanol ,medium
CNF_4.re,SM.8.7.L9,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,15229583.0,7366.0,58124.0,7410.0,False,3. Brazilian bioethanol ,medium
CNB_4.re,SM.8.2.C13,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,15106968.0,8438.0,57755.0,7301.0,False,3. Brazilian bioethanol ,medium
BVG_4.re,SM.9.4.BL2,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,15437363.0,7940.0,62371.0,7463.0,False,3. Brazilian bioethanol ,medium
CNE_4.re,SM.8.7.L8,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,14998823.0,9953.0,63081.0,7158.0,False,3. Brazilian bioethanol ,medium
CNL_4.re,SA.9.2.BL3,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,15192572.0,8473.0,58121.0,7345.0,False,3. Brazilian bioethanol ,medium
BVD_5.re,SM.9.1.AL1,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,12085287.0,3408.0,162730.0,6315.0,False,3. Brazilian bioethanol ,medium
BVF_5.re,SM.9.2.BR3(L),1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,14381327.0,6009.0,64071.0,7124.0,False,3. Brazilian bioethanol ,medium
CNS_4.re,RP11.4.1,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,14258070.0,6655.0,64894.0,7046.0,False,3. Brazilian bioethanol ,medium
CNT_4.re,RP11.4.11,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,14314892.0,7236.0,79751.0,7030.0,False,3. Brazilian bioethanol ,medium
BVE_4.re,SM.9.1.BL7,1011_nature,Bioethanol,Brazil,1,Industry,Bioethanol,Bioethanol,contig,11975908.0,3195.0,162841.0,6265.0,False,3. Brazilian bioethanol ,slow
CNV_4.re,RP11.4.14,1011_nature,Bioethanol,Brazil,2,Industry,Bioethanol,Bioethanol,contig,14242494.0,7846.0,77143.0,6972.0,False,3. Brazilian bioethanol ,slow
AHB_2.re,CBS4734,1011_nature,Nature,0,1,Wild,Wild,Wild,contig,11956619.0,2601.0,140887.0,6374.0,False,,slow
YBQ.re,YJM1250,1011_nature,Nature,0,2,Wild,Wild,,contig,11937968.0,1787.0,97709.0,6381.0,False,,slow
CCL_1.re,N19-1C,1011_nature,Tree,"Gelendzhik region, Caucasus, Russia",2,Wild,Wild,Wild,contig,12054966.0,3259.0,178952.0,6336.0,False,4. Mediterranean oak ,medium
BBQ_3.re,2162,1011_nature,Soil,Hungary,2,Wild,Soil,Soil,contig,12058049.0,2433.0,133830.0,6358.0,False,4. Mediterranean oak ,fast
BBS_3.re,2187,1011_nature,Soil,Hungary,2,Wild,Soil,Soil,contig,12030788.0,2593.0,130899.0,6329.0,False,4. Mediterranean oak ,fast
BFP_3.re,EXF-7197,1011_nature,Tree,Montenegro,2,Wild,Wild,Wild,contig,11994058.0,2169.0,157405.0,6353.0,False,4. Mediterranean oak ,fast
BTG_3.re,ZP_567,1011_nature,Tree,"Portugal, Castelo de Vide,",2,Wild,Wild,Wild,contig,12049570.0,2524.0,222788.0,6353.0,False,4. Mediterranean oak ,medium
CLC_4.re,sample 50,1011_nature,Tree,"Bordeaux, France",2,Wild,Wild,Wild,contig,12092604.0,3034.0,212691.0,6350.0,False,4. Mediterranean oak ,medium
CLB_5.re,sample 40,1011_nature,Tree,"Bordeaux, France",2,Wild,Wild,Wild,contig,12047521.0,2753.0,206209.0,6341.0,False,4. Mediterranean oak ,medium
CLD_5.re,sample 33,1011_nature,Flower,"Bordeaux, France",2,Wild,Wild,Wild,contig,12024769.0,2748.0,175970.0,6332.0,False,4. Mediterranean oak ,medium
AQM_4.re,CBS420,1011_nature,Dairy,Italy,2,Fermentation,Dairy,Dairy,contig,12796565.0,2770.0,96101.0,6620.0,False,5. French dairy ,fast
BFN_4.re,EXF-7145,1011_nature,Tree,Serbia,2,Wild,Wild,Wild,contig,14189064.0,4212.0,59457.0,7052.0,False,5. French dairy ,fast
BME_1.re,368428S,1011_nature,Human,"RVI Newcastle, UK",3,Human,Human,"Human, clinical",contig,16123909.0,16447.0,30855.0,6702.0,True,5. French dairy ,fast
ARS_1.re,CBS2421,1011_nature,Nature,0,2,Wild,Wild,Wild,contig,13809152.0,4213.0,63647.0,6976.0,False,5. French dairy ,medium
ARN_6.re,CBS2246,1011_nature,"Human, clinical",Netherlands,3,Human,Human,"Human, clinical",contig,15370158.0,9141.0,39280.0,7142.0,False,5. French dairy ,slow
BGM_1.re,CLIB560,1011_nature,Dairy,"Normandy, France",2,Fermentation,Dairy,Dairy,contig,13528575.0,4834.0,78385.0,6831.0,False,5. French dairy ,
BGP_1.re,CLIB562,1011_nature,Dairy,"Normandy, France",2,Fermentation,Dairy,Dairy,contig,14065594.0,3942.0,69725.0,7187.0,False,5. French dairy ,
BFH_3.re,EXF-5871,1011_nature,Dairy,Slovenia,2,Fermentation,Dairy,Dairy,contig,13406161.0,4876.0,72737.0,6677.0,False,5. French dairy ,fast
BGR_1.re,CLIB564,1011_nature,Dairy,"Normandy, France",2,Fermentation,Dairy,Dairy,contig,13585484.0,4882.0,69354.0,6810.0,False,5. French dairy ,fast
ASN_8.re,CLIB630,1011_nature,Dairy,"Normandy, France",2,Fermentation,Dairy,Dairy,contig,13679251.0,5490.0,59403.0,6762.0,False,5. French dairy ,medium
BGK_1.re,CLIB558,1011_nature,Dairy,"Normandy, France",2,Fermentation,Dairy,Dairy,contig,13711871.0,5126.0,60861.0,6813.0,False,5. French dairy ,fast
BGS_1.re,CLIB631,1011_nature,Dairy,"Normandy, France",2,Fermentation,Dairy,Dairy,contig,13355273.0,4826.0,66079.0,6751.0,False,5. French dairy ,fast
BGD_8.re,CLIB552,1011_nature,Dairy,"Normandy, France",2,Fermentation,Dairy,Dairy,contig,13249164.0,3995.0,74521.0,6820.0,False,5. French dairy ,fast
BGI_1.re,CLIB557,1011_nature,Dairy,"Normandy, France",2,Fermentation,Dairy,Dairy,contig,13761545.0,5911.0,78717.0,6911.0,False,5. French dairy ,
ALD_4.re,CLQCA_13-023,1011_nature,Nature,"Bolivar, Ecuador",2,Wild,Wild,Wild,contig,13527686.0,3972.0,80278.0,6866.0,False,5. French dairy ,fast
BFS_8.re,CLIB546,1011_nature,Dairy,"Normandy, France",2,Fermentation,Dairy,Dairy,contig,13451482.0,4576.0,70339.0,6816.0,False,5. French dairy ,fast
BGB_7.re,CLIB550,1011_nature,Dairy,"Normandy, France",2,Fermentation,Dairy,Dairy,contig,13367853.0,5085.0,73078.0,6720.0,False,5. French dairy ,
BGF_8.re,CLIB554,1011_nature,Dairy,France,2,Fermentation,Dairy,Dairy,contig,13813504.0,4554.0,63930.0,6996.0,False,5. French dairy ,fast
BGG_8.re,CLIB555,1011_nature,Dairy,France,2,Fermentation,Dairy,Dairy,contig,13539885.0,5036.0,61856.0,6831.0,False,5. French dairy ,
ARR_6.re,CBS2272,1011_nature,Dairy,"Delft, Netherlands",2,Fermentation,Dairy,Dairy,contig,12255076.0,3463.0,91269.0,6391.0,False,5. French dairy ,
BFT_8.re,CLIB547,1011_nature,Dairy,"Normandy, France",2,Fermentation,Dairy,Dairy,contig,12529010.0,3664.0,87737.0,6497.0,False,5. French dairy ,medium
BGE_8.re,CLIB553,1011_nature,Dairy,"Normandy, France",2,Fermentation,Dairy,Dairy,contig,12465836.0,3671.0,85316.0,6439.0,False,5. French dairy ,
BGL_1.re,CLIB559,1011_nature,Dairy,"Normandy, France",2,Fermentation,Dairy,Dairy,contig,13678700.0,4860.0,67012.0,6904.0,False,5. French dairy ,
BFV_8.re,CLIB548,1011_nature,Dairy,"Normandy, France",2,Fermentation,Dairy,Dairy,contig,13927056.0,4721.0,61826.0,6981.0,False,5. French dairy ,fast
BGA_7.re,CLIB549,1011_nature,Dairy,"Normandy, France",2,Fermentation,Dairy,Dairy,contig,13476866.0,4817.0,68360.0,6751.0,False,5. French dairy ,medium
BGT_2.re,CLIB648,1011_nature,Dairy,"Alpes, France",2,Fermentation,Dairy,Dairy,contig,13530024.0,4131.0,75285.0,6882.0,False,5. French dairy ,fast
BGV_2.re,CLIB649,1011_nature,Dairy,"Alpes, France",2,Fermentation,Dairy,Dairy,contig,13294907.0,4273.0,71443.0,6758.0,False,5. French dairy ,fast
BGH_1.re,CLIB556,1011_nature,Dairy,"Poitou-Charentes, France",2,Fermentation,Dairy,Dairy,contig,13846667.0,4585.0,67929.0,7053.0,False,5. French dairy ,fast
BGN_1.re,CLIB561,1011_nature,Dairy,"Normandy, France",2,Fermentation,Dairy,Dairy,contig,13238700.0,6514.0,78595.0,6605.0,False,5. French dairy ,fast
BGC_8.re,CLIB551,1011_nature,Dairy,"Normandy, France",2,Fermentation,Dairy,Dairy,contig,13526381.0,5215.0,65375.0,6760.0,False,5. French dairy ,medium
BGQ_1.re,CLIB563,1011_nature,Dairy,"Normandy, France",2,Fermentation,Dairy,Dairy,contig,13577932.0,5459.0,63996.0,6772.0,False,5. French dairy ,fast
CKV_5.re,malade Boisse,1011_nature,"Human, clinical",France,2,Human,Human,"Human, clinical",contig,13560555.0,4540.0,76984.0,6855.0,False,5. French dairy ,fast
AFL_5.re,CBS4456,1011_nature,Beer,South Africa,1,Wine,Beer,Beer,contig,11848436.0,2393.0,149667.0,6258.0,False,6. African beer ,fast
AEN_3.re,CBS4454,1011_nature,Beer,South Africa,2,Wine,Beer,Beer,contig,13422513.0,6070.0,93996.0,6732.0,False,6. African beer ,medium
ASC_6.re,CBS4455,1011_nature,Beer,South Africa,3,Wine,Beer,Beer,contig,14436687.0,8998.0,45868.0,6772.0,False,6. African beer ,medium
ANL_2.re,A-6,1011_nature,Beer,Ghana,4,Wine,Beer,Beer,contig,14378951.0,20395.0,37891.0,6006.0,False,6. African beer ,medium
ANM_2.re,A-18,1011_nature,Beer,Ghana,4,Wine,Beer,Beer,contig,14013479.0,18051.0,39426.0,5989.0,False,6. African beer ,
