#GenomeName,C(%),S(%),D(%),F(%),M(%),n
GCA_003270455.1_ASM327045v1_genomic.fasta.out.txt,99.3,97.1,2.2,0.1,0.6,2137
GCA_003046745.1_ASM304674v1_genomic.fasta.out.txt,99.3,97.1,2.2,0.1,0.6,2137
CKE_3.re.fasta.out.txt,99.6,96.5,3.1,0.1,0.3,2137
GCA_000977295.2_Sc_YJM1355_v1_genomic.fasta.out.txt,99.6,96.6,3.0,0.0,0.4,2137
BEH_7.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
BQG_4.re.fasta.out.txt,99.6,96.9,2.7,0.1,0.3,2137
ANQ_2.re.fasta.out.txt,99.7,97.5,2.2,0.1,0.2,2137
BED_6.re.fasta.out.txt,99.2,93.7,5.5,0.2,0.6,2137
GCA_019394775.1_ASM1939477v1_genomic.fasta.out.txt,99.3,97.3,2.0,0.2,0.5,2137
GCA_003275505.1_ASM327550v1_genomic.fasta.out.txt,99.3,97.2,2.1,0.1,0.6,2137
BCI_8.re.fasta.out.txt,99.2,94.0,5.2,0.2,0.6,2137
CMG_6.re.fasta.out.txt,94.6,82.6,12.0,1.5,3.9,2137
BMG_2.re.fasta.out.txt,96.9,87.8,9.1,1.0,2.1,2137
ADB_2.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
GCA_003272705.1_ASM327270v1_genomic.fasta.out.txt,99.7,97.7,2.0,0.1,0.2,2137
GCA_000151485.1_ASM15148v1_genomic.fasta.out.txt,98.8,96.7,2.1,0.2,1.0,2137
GCA_003271255.1_ASM327125v1_genomic.fasta.out.txt,99.6,97.6,2.0,0.1,0.3,2137
CKD_3.re.fasta.out.txt,99.6,96.9,2.7,0.1,0.3,2137
BIS_2.re.fasta.out.txt,99.7,97.5,2.2,0.1,0.2,2137
CQK_4.re.fasta.out.txt,99.5,91.2,8.3,0.1,0.4,2137
GCA_003274845.1_ASM327484v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
YCP.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
GCA_900177925.1_L716_genomic.fasta.out.txt,89.1,87.4,1.7,1.1,9.8,2137
AKV_3.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
BVK_2.re.fasta.out.txt,99.6,96.9,2.7,0.1,0.3,2137
CAS_1.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
CDR_3.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
GCA_001737275.1_ASM173727v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_003273625.1_ASM327362v1_genomic.fasta.out.txt,99.4,97.3,2.1,0.1,0.5,2137
GCA_019393615.1_ASM1939361v1_genomic.fasta.out.txt,99.3,97.3,2.0,0.1,0.6,2137
GCA_017870815.1_ASM1787081v1_genomic.fasta.out.txt,98.2,96.4,1.8,0.4,1.4,2137
GCA_900099305.1_P3-D5_genomic.fasta.out.txt,98.2,96.5,1.7,0.4,1.4,2137
ADQ_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_003271085.1_ASM327108v1_genomic.fasta.out.txt,99.4,97.3,2.1,0.2,0.4,2137
BCB_3.re.fasta.out.txt,99.5,95.0,4.5,0.2,0.3,2137
GCA_000978315.2_Sc_YJM1592_v1_genomic.fasta.out.txt,99.3,97.1,2.2,0.1,0.6,2137
CHV_4.re.fasta.out.txt,99.6,97.3,2.3,0.1,0.3,2137
ALH_4.re.fasta.out.txt,99.5,95.6,3.9,0.1,0.4,2137
GCA_003275475.1_ASM327547v1_genomic.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
GCA_003275755.1_ASM327575v1_genomic.fasta.out.txt,99.4,97.4,2.0,0.1,0.5,2137
BDG_5.re.fasta.out.txt,99.3,85.2,14.1,0.2,0.5,2137
GCA_000976395.2_Sc_YJM969_v1_genomic.fasta.out.txt,99.6,97.0,2.6,0.1,0.3,2137
CMH_6.re.fasta.out.txt,99.5,96.9,2.6,0.1,0.4,2137
CQI_6.re.fasta.out.txt,99.4,89.9,9.5,0.2,0.4,2137
GCA_001739945.1_ASM173994v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_900099395.1_F12-3B_genomic.fasta.out.txt,99.0,97.1,1.9,0.1,0.9,2137
GCA_003276365.1_ASM327636v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
CDK_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_003271395.1_ASM327139v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
CQE_6.re.fasta.out.txt,99.4,87.7,11.7,0.1,0.5,2137
ARG_5.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_001671565.1_ASM167156v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
GCA_001741045.1_ASM174104v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
AAL_3.re.fasta.out.txt,98.6,83.3,15.3,0.4,1.0,2137
CEH_4.re.fasta.out.txt,99.7,97.5,2.2,0.1,0.2,2137
GCA_900178145.1_CA_SoucheMTF2344_V1_genomic.fasta.out.txt,95.8,94.0,1.8,1.3,2.9,2137
CRA_2.re.fasta.out.txt,99.7,96.4,3.3,0.1,0.2,2137
AIK_2.re.fasta.out.txt,99.5,97.2,2.3,0.1,0.4,2137
GCA_003276845.1_ASM327684v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_019394525.1_ASM1939452v1_genomic.fasta.out.txt,99.3,97.3,2.0,0.1,0.6,2137
BKA_2.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_000977685.2_Sc_YJM1415_v1_genomic.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
CHD_3.re.fasta.out.txt,99.5,95.1,4.4,0.1,0.4,2137
CPI_4.re.fasta.out.txt,99.1,85.4,13.7,0.2,0.7,2137
GCA_000756245.1_ASM75624v1_genomic.fasta.out.txt,54.0,53.5,0.5,0.2,45.8,2137
GCA_017868155.1_ASM1786815v1_genomic.fasta.out.txt,98.2,96.3,1.9,0.5,1.3,2137
GCA_003272175.1_ASM327217v1_genomic.fasta.out.txt,99.6,97.6,2.0,0.1,0.3,2137
BKS_1.re.fasta.out.txt,99.7,96.8,2.9,0.0,0.3,2137
GCA_019394075.1_ASM1939407v1_genomic.fasta.out.txt,99.0,97.0,2.0,0.2,0.8,2137
GCA_003276745.1_ASM327674v1_genomic.fasta.out.txt,99.3,97.2,2.1,0.2,0.5,2137
GCA_003272285.1_ASM327228v1_genomic.fasta.out.txt,99.5,97.6,1.9,0.1,0.4,2137
AKI_4.re.fasta.out.txt,99.4,97.2,2.2,0.1,0.5,2137
GCA_001670025.1_ASM167002v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
AFB_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
BLF_2.re.fasta.out.txt,99.5,96.5,3.0,0.1,0.4,2137
APV_4.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
YCI.re.fasta.out.txt,99.6,97.2,2.4,0.1,0.3,2137
GCA_003270305.1_ASM327030v1_genomic.fasta.out.txt,99.5,97.5,2.0,0.1,0.4,2137
AEE_3.re.fasta.out.txt,97.2,87.5,9.7,0.8,2.0,2137
APL_4.re.fasta.out.txt,98.8,81.1,17.7,0.4,0.8,2137
CFS_4.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
ATQ_7.re.fasta.out.txt,99.6,97.4,2.2,0.2,0.2,2137
BND_3.re.fasta.out.txt,99.5,96.1,3.4,0.1,0.4,2137
CCE_6.re.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
ANF_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_003270715.1_ASM327071v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_003273045.1_ASM327304v1_genomic.fasta.out.txt,99.4,97.5,1.9,0.1,0.5,2137
GCA_003273725.1_ASM327372v1_genomic.fasta.out.txt,99.4,97.3,2.1,0.1,0.5,2137
GCA_003086655.1_ASM308665v1_genomic.fasta.out.txt,99.4,97.2,2.2,0.1,0.5,2137
CFF_4.re.fasta.out.txt,99.2,87.2,12.0,0.3,0.5,2137
AMH_5.re.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_019394325.1_ASM1939432v1_genomic.fasta.out.txt,99.4,97.5,1.9,0.1,0.5,2137
GCA_017865225.1_ASM1786522v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_001671285.1_ASM167128v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
ATS_3.re.fasta.out.txt,98.8,83.2,15.6,0.2,1.0,2137
GCA_017866175.1_ASM1786617v1_genomic.fasta.out.txt,98.8,96.8,2.0,0.2,1.0,2137
BDF_8.re.fasta.out.txt,99.1,87.1,12.0,0.2,0.7,2137
GCA_001740775.1_ASM174077v1_genomic.fasta.out.txt,99.0,96.9,2.1,0.2,0.8,2137
CHR_4.re.fasta.out.txt,98.7,82.2,16.5,0.5,0.8,2137
GCA_017869965.1_ASM1786996v1_genomic.fasta.out.txt,98.1,96.1,2.0,0.4,1.5,2137
GCA_003274905.1_ASM327490v1_genomic.fasta.out.txt,99.2,97.1,2.1,0.2,0.6,2137
YDH.re.fasta.out.txt,99.4,97.2,2.2,0.2,0.4,2137
BAI_7.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
GCA_001740115.1_ASM174011v1_genomic.fasta.out.txt,99.1,97.1,2.0,0.2,0.7,2137
CHC_4.re.fasta.out.txt,99.5,97.1,2.4,0.1,0.4,2137
GCA_900177855.1_GMY321_genomic.fasta.out.txt,88.2,86.7,1.5,1.1,10.7,2137
BGI_1.re.fasta.out.txt,99.3,88.8,10.5,0.3,0.4,2137
YAR.re.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
AMF_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_001739695.1_ASM173969v1_genomic.fasta.out.txt,99.0,97.1,1.9,0.2,0.8,2137
BPQ_4.re.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
GCA_017866315.1_ASM1786631v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
AEQ_3.re.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
CGT_5.re.fasta.out.txt,99.7,97.5,2.2,0.1,0.2,2137
GAT.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_003276995.1_ASM327699v1_genomic.fasta.out.txt,99.4,97.3,2.1,0.1,0.5,2137
CMD_6.re.fasta.out.txt,99.6,95.4,4.2,0.1,0.3,2137
GCA_002807125.1_S_cerevisiae_SPSC01_v1_genomic.fasta.out.txt,97.8,96.1,1.7,0.8,1.4,2137
ADL_4.re.fasta.out.txt,98.3,82.2,16.1,0.4,1.3,2137
BDS_6.re.fasta.out.txt,99.4,94.7,4.7,0.1,0.5,2137
ASM_8.re.fasta.out.txt,98.9,92.7,6.2,0.3,0.8,2137
BDV_6.re.fasta.out.txt,99.6,95.5,4.1,0.1,0.3,2137
GCA_900178205.1_BF_Souche2251_V1_genomic.fasta.out.txt,99.4,97.5,1.9,0.1,0.5,2137
BFK_2.re.fasta.out.txt,99.7,97.5,2.2,0.1,0.2,2137
GCA_000975645.3_Sc_YJM1078_v1_genomic.fasta.out.txt,99.5,97.2,2.3,0.1,0.4,2137
GCA_001741805.1_ASM174180v1_genomic.fasta.out.txt,99.3,97.2,2.1,0.1,0.6,2137
GCA_000766185.2_ASM76618v2_genomic.fasta.out.txt,99.1,96.6,2.5,0.1,0.8,2137
CIA_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_003274715.1_ASM327471v1_genomic.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
CIQ_2.re.fasta.out.txt,99.6,96.4,3.2,0.1,0.3,2137
GCA_003272575.1_ASM327257v1_genomic.fasta.out.txt,99.2,97.1,2.1,0.1,0.7,2137
ALK_4.re.fasta.out.txt,99.4,96.6,2.8,0.1,0.5,2137
GCA_003274085.1_ASM327408v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_000977565.2_Sc_YJM1399_v1_genomic.fasta.out.txt,99.6,96.2,3.4,0.1,0.3,2137
GCA_017869985.1_ASM1786998v1_genomic.fasta.out.txt,98.5,96.5,2.0,0.3,1.2,2137
GCA_900178355.1_DF_SoucheMTF2351_V1_genomic.fasta.out.txt,99.0,96.9,2.1,0.1,0.9,2137
GCA_003277205.1_ASM327720v1_genomic.fasta.out.txt,99.4,97.3,2.1,0.1,0.5,2137
BFQ_8.re.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
GCA_000775555.1_ASM77555v1_genomic.fasta.out.txt,99.3,97.3,2.0,0.1,0.6,2137
GCA_000975945.2_Sc_YJM428_v1_genomic.fasta.out.txt,99.2,96.7,2.5,0.1,0.7,2137
BEF_7.re.fasta.out.txt,99.6,94.1,5.5,0.1,0.3,2137
BMQ_5.re.fasta.out.txt,97.0,80.2,16.8,0.9,2.1,2137
BQQ_4.re.fasta.out.txt,99.5,97.2,2.3,0.1,0.4,2137
GCA_003273035.1_ASM327303v1_genomic.fasta.out.txt,99.3,97.3,2.0,0.2,0.5,2137
GCA_003275365.1_ASM327536v1_genomic.fasta.out.txt,99.4,97.3,2.1,0.1,0.5,2137
BNL_4.re.fasta.out.txt,99.5,95.8,3.7,0.1,0.4,2137
YCA.re.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
BES_2.re.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
ANH_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_900178405.1_FH_SoucheMTF2453_V1_genomic.fasta.out.txt,99.3,97.3,2.0,0.1,0.6,2137
CMN_8.re.fasta.out.txt,99.6,96.6,3.0,0.1,0.3,2137
GCA_017868175.1_ASM1786817v1_genomic.fasta.out.txt,95.1,93.5,1.6,1.0,3.9,2137
GCA_001669905.1_ASM166990v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
ASH_3.re.fasta.out.txt,97.4,87.6,9.8,0.4,2.2,2137
BQS_4.re.fasta.out.txt,99.5,96.0,3.5,0.0,0.5,2137
GCA_000766165.2_ASM76616v2_genomic.fasta.out.txt,97.6,95.0,2.6,0.2,2.2,2137
BHN_4.re.fasta.out.txt,99.6,96.5,3.1,0.1,0.3,2137
BMF_1.re.fasta.out.txt,99.1,81.0,18.1,0.2,0.7,2137
BKM_1.re.fasta.out.txt,99.7,96.8,2.9,0.1,0.2,2137
CAT_6.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
AKN_3.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
YBO.re.fasta.out.txt,99.7,97.5,2.2,0.1,0.2,2137
GCA_900099425.1_GUF54-A1_genomic.fasta.out.txt,98.2,96.5,1.7,0.6,1.2,2137
GCA_003273585.1_ASM327358v1_genomic.fasta.out.txt,99.3,97.2,2.1,0.1,0.6,2137
BKN_2.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
CKA_3.re.fasta.out.txt,99.1,85.7,13.4,0.4,0.5,2137
ANV_5.re.fasta.out.txt,99.5,95.4,4.1,0.1,0.4,2137
CLI_4.re.fasta.out.txt,99.3,97.1,2.2,0.1,0.6,2137
BBT_3.re.fasta.out.txt,95.5,82.7,12.8,1.2,3.3,2137
GCA_003277615.1_ASM327761v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
YCX.re.fasta.out.txt,99.5,97.4,2.1,0.2,0.3,2137
GCA_003277715.1_ASM327771v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
GCA_001739355.1_ASM173935v1_genomic.fasta.out.txt,99.3,97.4,1.9,0.1,0.6,2137
CKR_1.re.fasta.out.txt,99.5,95.5,4.0,0.1,0.4,2137
BEI_7.re.fasta.out.txt,98.7,94.6,4.1,0.5,0.8,2137
GCA_001741605.1_ASM174160v1_genomic.fasta.out.txt,99.1,97.1,2.0,0.2,0.7,2137
BMH_5.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
BVA_4.re.fasta.out.txt,99.2,88.1,11.1,0.4,0.4,2137
BVC_6.re.fasta.out.txt,99.2,86.4,12.8,0.1,0.7,2137
YAL.re.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
GCA_001741195.1_ASM174119v1_genomic.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
CHL_4.re.fasta.out.txt,98.8,81.3,17.5,0.4,0.8,2137
GCA_017867595.1_ASM1786759v1_genomic.fasta.out.txt,99.3,97.4,1.9,0.1,0.6,2137
GCA_003277355.1_ASM327735v1_genomic.fasta.out.txt,99.4,97.3,2.1,0.1,0.5,2137
BGP_1.re.fasta.out.txt,99.2,88.3,10.9,0.3,0.5,2137
AAS_3.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
AQA_4.re.fasta.out.txt,99.5,93.4,6.1,0.1,0.4,2137
CDL_3.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_019394645.1_ASM1939464v1_genomic.fasta.out.txt,99.2,97.2,2.0,0.1,0.7,2137
ATM_4.re.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
ADA_2.re.fasta.out.txt,99.4,97.3,2.1,0.1,0.5,2137
GCA_900178225.1_BG_Souche2331_V1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
CFG_4.re.fasta.out.txt,93.5,85.3,8.2,2.6,3.9,2137
BIL_3.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
ABH_5.re.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
GCA_000766455.2_ASM76645v2_genomic.fasta.out.txt,99.2,97.5,1.7,0.1,0.7,2137
YBU.re.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
ARQ_6.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
CKT_5.re.fasta.out.txt,99.7,96.7,3.0,0.1,0.2,2137
GCA_003271825.1_ASM327182v1_genomic.fasta.out.txt,96.7,94.8,1.9,1.1,2.2,2137
BSK_4.re.fasta.out.txt,99.3,83.9,15.4,0.2,0.5,2137
BIK_3.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
CHG_4.re.fasta.out.txt,98.9,85.3,13.6,0.5,0.6,2137
APD_4.re.fasta.out.txt,99.5,96.5,3.0,0.1,0.4,2137
BHB_2.re.fasta.out.txt,99.4,94.1,5.3,0.2,0.4,2137
BPK_4.re.fasta.out.txt,99.5,95.9,3.6,0.1,0.4,2137
GCA_017864775.1_ASM1786477v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_001634645.1_GLBRCY22-3_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
AGM_1.re.fasta.out.txt,99.5,97.2,2.3,0.2,0.3,2137
CED_4.re.fasta.out.txt,99.6,97.3,2.3,0.1,0.3,2137
GCA_000976755.2_Sc_YJM1199_v1_genomic.fasta.out.txt,99.7,97.5,2.2,0.1,0.2,2137
AEL_3.re.fasta.out.txt,98.7,81.9,16.8,0.2,1.1,2137
GCA_003272295.1_ASM327229v1_genomic.fasta.out.txt,99.6,97.6,2.0,0.1,0.3,2137
GCA_019393865.1_ASM1939386v1_genomic.fasta.out.txt,99.4,97.5,1.9,0.1,0.5,2137
CNV_4.re.fasta.out.txt,99.4,88.3,11.1,0.2,0.4,2137
CIS_3.re.fasta.out.txt,99.6,95.8,3.8,0.1,0.3,2137
BIR_2.re.fasta.out.txt,99.6,96.2,3.4,0.1,0.3,2137
GCA_003270935.1_ASM327093v1_genomic.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
GCA_003272815.1_ASM327281v1_genomic.fasta.out.txt,99.6,97.6,2.0,0.1,0.3,2137
AFA_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_003275745.1_ASM327574v1_genomic.fasta.out.txt,97.1,95.1,2.0,1.0,1.9,2137
BMM_3.re.fasta.out.txt,88.8,82.9,5.9,3.1,8.1,2137
BPL_2.re.fasta.out.txt,99.5,96.6,2.9,0.0,0.5,2137
ARB_2.re.fasta.out.txt,98.7,87.9,10.8,0.3,1.0,2137
GCA_003272725.1_ASM327272v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
BRA_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
BPR_4.re.fasta.out.txt,99.4,96.4,3.0,0.2,0.4,2137
GCA_017864795.1_ASM1786479v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
CFE_4.re.fasta.out.txt,99.6,96.2,3.4,0.1,0.3,2137
BBP_3.re.fasta.out.txt,98.7,80.9,17.8,0.4,0.9,2137
YCK.re.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_003277255.1_ASM327725v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
GCA_017864925.1_ASM1786492v1_genomic.fasta.out.txt,99.4,97.3,2.1,0.1,0.5,2137
YCJ.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
YCB.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
BGN_1.re.fasta.out.txt,99.1,89.9,9.2,0.2,0.7,2137
GCA_017866135.1_ASM1786613v1_genomic.fasta.out.txt,99.3,97.2,2.1,0.1,0.6,2137
CIN_2.re.fasta.out.txt,99.6,96.7,2.9,0.1,0.3,2137
GCA_017866495.1_ASM1786649v1_genomic.fasta.out.txt,98.7,96.8,1.9,0.3,1.0,2137
GCA_001739335.1_ASM173933v1_genomic.fasta.out.txt,99.6,97.7,1.9,0.1,0.3,2137
GCA_003276605.1_ASM327660v1_genomic.fasta.out.txt,99.4,97.4,2.0,0.1,0.5,2137
BRH_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_003273805.1_ASM327380v1_genomic.fasta.out.txt,99.6,97.6,2.0,0.1,0.3,2137
GCA_003274055.1_ASM327405v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_001051215.1_ASM105121v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
GCA_017870595.1_ASM1787059v1_genomic.fasta.out.txt,99.0,97.1,1.9,0.2,0.8,2137
CEL_4.re.fasta.out.txt,99.6,97.6,2.0,0.1,0.3,2137
BEC_6.re.fasta.out.txt,99.5,94.7,4.8,0.1,0.4,2137
GCA_001738125.1_ASM173812v1_genomic.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
GCA_001741295.1_ASM174129v1_genomic.fasta.out.txt,99.2,97.0,2.2,0.2,0.6,2137
GCA_002804325.1_ASM280432v1_genomic.fasta.out.txt,99.3,97.2,2.1,0.1,0.6,2137
CFC_2.re.fasta.out.txt,93.8,82.1,11.7,1.7,4.5,2137
BAE_6.re.fasta.out.txt,99.2,90.4,8.8,0.1,0.7,2137
GCA_900177995.1_L723_genomic.fasta.out.txt,98.6,96.7,1.9,0.2,1.2,2137
GCA_900178195.1_EF_SoucheMTF2416_V1_genomic.fasta.out.txt,95.7,94.0,1.7,2.0,2.3,2137
BDR_6.re.fasta.out.txt,99.2,94.7,4.5,0.3,0.5,2137
ATR_4.re.fasta.out.txt,98.9,81.9,17.0,0.4,0.7,2137
GCA_003272415.1_ASM327241v1_genomic.fasta.out.txt,99.4,97.5,1.9,0.1,0.5,2137
CEQ_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
CLL_4.re.fasta.out.txt,99.6,96.8,2.8,0.1,0.3,2137
GCA_001737285.1_ASM173728v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.2,0.3,2137
GCA_001738105.1_ASM173810v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
AMI_4.re.fasta.out.txt,96.4,82.9,13.5,1.3,2.3,2137
GCA_000976665.2_Sc_YJM996_v1_genomic.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
GCA_001738595.1_ASM173859v1_genomic.fasta.out.txt,99.5,97.5,2.0,0.1,0.4,2137
CMK_6.re.fasta.out.txt,99.4,97.2,2.2,0.1,0.5,2137
GCA_003277245.1_ASM327724v1_genomic.fasta.out.txt,99.3,97.2,2.1,0.1,0.6,2137
AEV_5.re.fasta.out.txt,98.3,83.9,14.4,0.6,1.1,2137
GCA_003270095.1_ASM327009v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
ARR_6.re.fasta.out.txt,99.3,95.9,3.4,0.1,0.6,2137
AEG_8.re.fasta.out.txt,99.6,97.1,2.5,0.1,0.3,2137
GCA_000768095.1_ASM76809v1_genomic.fasta.out.txt,88.7,86.5,2.2,0.5,10.8,2137
BDD_8.re.fasta.out.txt,99.5,93.7,5.8,0.1,0.4,2137
BMI_4.re.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
BCR_8.re.fasta.out.txt,91.7,81.3,10.4,2.0,6.3,2137
AKS_5.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
BLH_1.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_001740325.1_ASM174032v1_genomic.fasta.out.txt,99.2,97.1,2.1,0.2,0.6,2137
GCA_003273285.1_ASM327328v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
CEF_4.re.fasta.out.txt,99.6,97.2,2.4,0.1,0.3,2137
GCA_003274215.1_ASM327421v1_genomic.fasta.out.txt,99.1,97.2,1.9,0.2,0.7,2137
YBH.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
BTN_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
CLM_4.re.fasta.out.txt,99.6,96.4,3.2,0.1,0.3,2137
ADE_2.re.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
GCA_017867255.1_ASM1786725v1_genomic.fasta.out.txt,99.3,97.2,2.1,0.2,0.5,2137
ALI_5.re.fasta.out.txt,99.2,90.4,8.8,0.2,0.6,2137
BGD_8.re.fasta.out.txt,99.4,89.9,9.5,0.2,0.4,2137
BGF_8.re.fasta.out.txt,99.1,88.7,10.4,0.2,0.7,2137
GCA_001740425.1_ASM174042v1_genomic.fasta.out.txt,99.2,97.2,2.0,0.1,0.7,2137
GCA_003274205.1_ASM327420v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.2,0.3,2137
GCA_001740915.1_ASM174091v1_genomic.fasta.out.txt,99.5,97.5,2.0,0.1,0.4,2137
ANE_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_003275615.1_ASM327561v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_003272595.1_ASM327259v1_genomic.fasta.out.txt,99.4,97.4,2.0,0.1,0.5,2137
ACA_6.re.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
AQM_4.re.fasta.out.txt,99.1,93.0,6.1,0.4,0.5,2137
GCA_001738585.1_ASM173858v1_genomic.fasta.out.txt,99.4,97.4,2.0,0.1,0.5,2137
BSN_5.re.fasta.out.txt,99.6,94.7,4.9,0.1,0.3,2137
GCA_001671595.1_ASM167159v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
GCA_017864975.1_ASM1786497v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
